,Series_Title,Released_Year,Certificate,Runtime,IMDB_Rating,Meta_score,Director,Gross,Drama,Crime,Action,Biography,Western,Comedy,Adventure,Animation,Horror,Mystery,Film-Noir,Fantasy,Family,Thriller,Romance,Sci-Fi,War,Music,Musical,Sport,History
319,Sunrise: A Song of Two Humans,1927,Passed,94 min,8.1,,F.W. Murnau,"539,540",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
320,The General,1926,Passed,67 min,8.1,,Clyde Bruckman,"1,033,895",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Das Cabinet des Dr. Caligari,1920,,76 min,8.1,,Robert Wiene,,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0
322,Badhaai ho,2018,UA,124 min,8.0,,Amit Ravindernath Sharma,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Togo,2019,U,113 min,8.0,69.0,Ericson Core,,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
324,Airlift,2016,UA,130 min,8.0,,Raja Menon,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,Bajrangi Bhaijaan,2015,UA,163 min,8.0,,Kabir Khan,"8,178,001",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Baby,2015,UA,159 min,8.0,,Neeraj Pandey,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
327,La La Land,2016,A,128 min,8.0,94.0,Damien Chazelle,"151,101,803",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
328,Lion,2016,U,118 min,8.0,69.0,Garth Davis,"51,739,495",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,The Martian,2015,UA,144 min,8.0,80.0,Ridley Scott,"228,433,663",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
330,Zootopia,2016,U,108 min,8.0,78.0,Byron Howard,"341,268,248",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Bãhubali: The Beginning,2015,UA,159 min,8.0,,S.S. Rajamouli,"6,738,000",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Kaguyahime no monogatari,2013,U,137 min,8.0,89.0,Isao Takahata,"1,506,975",1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
333,Wonder,2017,U,113 min,8.0,66.0,Stephen Chbosky,"132,422,809",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334,Gully Boy,2019,UA,154 min,8.0,65.0,Zoya Akhtar,"5,566,534",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
335,Special Chabbis,2013,UA,144 min,8.0,,Neeraj Pandey,"1,079,369",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,Short Term 12,2013,R,96 min,8.0,82.0,Destin Daniel Cretton,"1,010,414",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
337,Serbuan maut 2: Berandal,2014,A,150 min,8.0,71.0,Gareth Evans,"2,625,803",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
338,The Imitation Game,2014,UA,114 min,8.0,73.0,Morten Tyldum,"91,125,683",1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
339,Guardians of the Galaxy,2014,UA,121 min,8.0,76.0,James Gunn,"333,176,600",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Blade Runner 2049,2017,UA,164 min,8.0,81.0,Denis Villeneuve,"92,054,159",1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
341,Her,2013,A,126 min,8.0,90.0,Spike Jonze,"25,568,251",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
342,Bohemian Rhapsody,2018,UA,134 min,8.0,49.0,Bryan Singer,"216,428,042",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
343,The Revenant,2015,A,156 min,8.0,76.0,Alejandro G. Iñárritu,"183,637,894",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344,The Perks of Being a Wallflower,2012,UA,103 min,8.0,67.0,Stephen Chbosky,"17,738,570",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
345,Tropa de Elite 2: O Inimigo Agora é Outro,2010,,115 min,8.0,71.0,José Padilha,"100,119",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,The King's Speech,2010,U,118 min,8.0,88.0,Tom Hooper,"138,797,449",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,The Help,2011,UA,146 min,8.0,62.0,Tate Taylor,"169,708,112",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,Deadpool,2016,R,108 min,8.0,65.0,Tim Miller,"363,070,709",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Darbareye Elly,2009,TV-PG,119 min,8.0,87.0,Asghar Farhadi,"106,662",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
350,Dev.D,2009,A,144 min,8.0,,Anurag Kashyap,"10,950",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
351,Yip Man,2008,R,106 min,8.0,59.0,Wilson Yip,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352,My Name Is Khan,2010,UA,165 min,8.0,50.0,Karan Johar,"4,018,695",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,Nefes: Vatan Sagolsun,2009,,128 min,8.0,,Levent Semerci,,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
354,Slumdog Millionaire,2008,UA,120 min,8.0,84.0,Danny Boyle,"141,319,928",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
355,Black Swan,2010,A,108 min,8.0,79.0,Darren Aronofsky,"106,954,678",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
356,Tropa de Elite,2007,R,115 min,8.0,33.0,José Padilha,"8,060",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357,The Avengers,2012,UA,143 min,8.0,69.0,Joss Whedon,"623,279,547",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
358,Persepolis,2007,PG-13,96 min,8.0,90.0,Vincent Paronnaud,"4,445,756",1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,Dallas Buyers Club,2013,R,117 min,8.0,80.0,Jean-Marc Vallée,"27,298,285",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,The Pursuit of Happyness,2006,U,117 min,8.0,64.0,Gabriele Muccino,"163,566,459",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361,Blood Diamond,2006,A,143 min,8.0,64.0,Edward Zwick,"57,366,262",1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
362,The Bourne Ultimatum,2007,UA,115 min,8.0,85.0,Paul Greengrass,"227,471,070",0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
363,Bin-jip,2004,U,88 min,8.0,72.0,Ki-duk Kim,"238,507",1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
364,Sin City,2005,A,124 min,8.0,74.0,Frank Miller,"74,103,820",0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
365,Le scaphandre et le papillon,2007,PG-13,112 min,8.0,92.0,Julian Schnabel,"5,990,075",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,G.O.R.A.,2004,,127 min,8.0,,Ömer Faruk Sorak,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,Ratatouille,2007,U,111 min,8.0,96.0,Brad Bird,"206,445,654",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
368,Casino Royale,2006,PG-13,144 min,8.0,80.0,Martin Campbell,"167,445,960",0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
369,Kill Bill: Vol. 2,2004,A,137 min,8.0,83.0,Quentin Tarantino,"66,208,183",0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
370,Vozvrashchenie,2003,,110 min,8.0,82.0,Andrey Zvyagintsev,"502,028",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,R,103 min,8.0,85.0,Ki-duk Kim,"2,380,788",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
372,Mar adentro,2014,U,126 min,8.0,74.0,Alejandro Amenábar,"2,086,345",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Cinderella Man,2005,UA,144 min,8.0,69.0,Ron Howard,"61,649,911",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
374,Kal Ho Naa Ho,2003,U,186 min,8.0,54.0,Nikkhil Advani,"1,787,378",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
375,Mou gaan dou,2002,UA,101 min,8.0,75.0,Andrew Lau,"169,659",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,Pirates of the Caribbean: The Curse of the Black Pearl,2003,UA,143 min,8.0,63.0,Gore Verbinski,"305,413,918",0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
377,Big Fish,2003,U,125 min,8.0,58.0,Tim Burton,"66,257,002",1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
378,The Incredibles,2004,U,115 min,8.0,90.0,Brad Bird,"261,441,092",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
379,Yeopgijeogin geunyeo,2001,,137 min,8.0,,Jae-young Kwak,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
380,Dogville,2003,R,178 min,8.0,60.0,Lars von Trier,"1,530,386",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Vizontele,2001,,110 min,8.0,,Yilmaz Erdogan,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382,Donnie Darko,2001,R,113 min,8.0,88.0,Richard Kelly,"1,480,006",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
383,Magnolia,1999,R,188 min,8.0,77.0,Paul Thomas Anderson,"22,455,976",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,Dancer in the Dark,2000,U,140 min,8.0,61.0,Lars von Trier,"4,184,036",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
385,The Straight Story,1999,U,112 min,8.0,86.0,David Lynch,"6,203,044",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Pâfekuto burû,1997,A,81 min,8.0,,Satoshi Kon,"776,665",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
387,Festen,1998,R,105 min,8.0,82.0,Thomas Vinterberg,"1,647,780",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,Central do Brasil,1998,R,110 min,8.0,80.0,Walter Salles,"5,595,428",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389,The Iron Giant,1999,PG,86 min,8.0,85.0,Brad Bird,"23,159,305",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
390,Knockin' on Heaven's Door,1997,,87 min,8.0,,Thomas Jahn,"3,296",0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,Sling Blade,1996,R,135 min,8.0,84.0,Billy Bob Thornton,"24,475,416",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Secrets & Lies,1996,U,136 min,8.0,91.0,Mike Leigh,"13,417,292",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
393,Twelve Monkeys,1995,A,129 min,8.0,74.0,Terry Gilliam,"57,141,459",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0
394,Kôkaku Kidôtai,1995,UA,83 min,8.0,76.0,Mamoru Oshii,"515,905",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
395,The Nightmare Before Christmas,1993,U,76 min,8.0,82.0,Henry Selick,"75,082,668",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
396,Groundhog Day,1993,U,101 min,8.0,72.0,Harold Ramis,"70,906,973",0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
397,Bound by Honor,1993,R,180 min,8.0,47.0,Taylor Hackford,"4,496,583",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398,Scent of a Woman,1992,UA,156 min,8.0,59.0,Martin Brest,"63,895,607",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,Aladdin,1992,U,90 min,8.0,86.0,Ron Clements,"217,350,219",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
400,JFK,1991,UA,189 min,8.0,72.0,Oliver Stone,"70,405,498",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
401,Beauty and the Beast,1991,G,84 min,8.0,95.0,Gary Trousdale,"218,967,620",0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
402,Dances with Wolves,1990,U,181 min,8.0,72.0,Kevin Costner,"184,208,848",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,Do the Right Thing,1989,R,120 min,8.0,93.0,Spike Lee,"27,545,445",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Rain Man,1988,U,133 min,8.0,65.0,Barry Levinson,"178,800,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,Akira,1988,UA,124 min,8.0,,Katsuhiro Ôtomo,"553,171",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
406,The Princess Bride,1987,U,98 min,8.0,77.0,Rob Reiner,"30,857,814",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
407,Der Himmel über Berlin,1987,U,128 min,8.0,79.0,Wim Wenders,"3,333,969",1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
408,Au revoir les enfants,1987,U,104 min,8.0,88.0,Louis Malle,"4,542,825",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
409,Tenkû no shiro Rapyuta,1986,U,125 min,8.0,78.0,Hayao Miyazaki,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,The Terminator,1984,UA,107 min,8.0,84.0,James Cameron,"38,400,000",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
411,Gandhi,1982,U,191 min,8.0,79.0,Richard Attenborough,"52,767,889",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
412,Kagemusha,1980,U,180 min,8.0,84.0,Akira Kurosawa,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
413,Being There,1979,PG,130 min,8.0,83.0,Hal Ashby,"30,177,511",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,Annie Hall,1977,A,93 min,8.0,92.0,Woody Allen,"39,200,000",0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415,Jaws,1975,A,124 min,8.0,87.0,Steven Spielberg,"260,000,000",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
416,Dog Day Afternoon,1975,U,125 min,8.0,86.0,Sidney Lumet,"50,000,000",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Young Frankenstein,1974,A,106 min,8.0,80.0,Mel Brooks,"86,300,000",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,Papillon,1973,R,151 min,8.0,58.0,Franklin J. Schaffner,"53,267,000",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,The Exorcist,1973,A,122 min,8.0,81.0,William Friedkin,"232,906,145",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
420,Sleuth,1972,PG,138 min,8.0,,Joseph L. Mankiewicz,"4,081,254",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
421,The Last Picture Show,1971,R,118 min,8.0,93.0,Peter Bogdanovich,"29,133,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
422,Fiddler on the Roof,1971,G,181 min,8.0,67.0,Norman Jewison,"80,500,000",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
423,Il conformista,1970,UA,113 min,8.0,100.0,Bernardo Bertolucci,"541,940",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424,Butch Cassidy and the Sundance Kid,1969,PG,110 min,8.0,66.0,George Roy Hill,"102,308,889",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Rosemary's Baby,1968,A,137 min,8.0,96.0,Roman Polanski,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
426,Planet of the Apes,1968,U,112 min,8.0,79.0,Franklin J. Schaffner,"33,395,426",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
427,The Graduate,1967,A,106 min,8.0,83.0,Mike Nichols,"104,945,305",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
428,Who's Afraid of Virginia Woolf?,1966,A,131 min,8.0,75.0,Mike Nichols,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429,The Sound of Music,1965,U,172 min,8.0,63.0,Robert Wise,"163,214,286",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
430,Doctor Zhivago,1965,A,197 min,8.0,69.0,David Lean,"111,722,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
431,Per un pugno di dollari,1964,A,99 min,8.0,65.0,Sergio Leone,"14,500,000",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,8½,1963,,138 min,8.0,91.0,Federico Fellini,"50,690",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433,Vivre sa vie: Film en douze tableaux,1962,,80 min,8.0,,Jean-Luc Godard,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,The Hustler,1961,A,134 min,8.0,90.0,Robert Rossen,"8,284,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
435,La dolce vita,1960,A,174 min,8.0,95.0,Federico Fellini,"19,516,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Rio Bravo,1959,Passed,141 min,8.0,93.0,Howard Hawks,"12,535,000",1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,Anatomy of a Murder,1959,,161 min,8.0,95.0,Otto Preminger,"11,900,000",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,Touch of Evil,1958,PG-13,95 min,8.0,99.0,Orson Welles,"2,237,659",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
439,Cat on a Hot Tin Roof,1958,A,108 min,8.0,84.0,Richard Brooks,"17,570,324",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,Sweet Smell of Success,1957,Approved,96 min,8.0,100.0,Alexander Mackendrick,,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
441,The Killing,1956,Approved,84 min,8.0,91.0,Stanley Kubrick,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
442,The Night of the Hunter,1955,,92 min,8.0,99.0,Charles Laughton,"654,000",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,La Strada,1954,,108 min,8.0,,Federico Fellini,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
444,Les diaboliques,1955,,117 min,8.0,,Henri-Georges Clouzot,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
445,Stalag 17,1953,,120 min,8.0,84.0,Billy Wilder,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
446,Roman Holiday,1953,,118 min,8.0,78.0,William Wyler,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
447,A Streetcar Named Desire,1951,A,122 min,8.0,97.0,Elia Kazan,"8,000,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,In a Lonely Place,1950,,94 min,8.0,,Nicholas Ray,,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
449,Kind Hearts and Coronets,1949,U,106 min,8.0,,Robert Hamer,,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,Rope,1948,A,80 min,8.0,73.0,Alfred Hitchcock,,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
451,Out of the Past,1947,,97 min,8.0,,Jacques Tourneur,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
452,Brief Encounter,1945,U,86 min,8.0,92.0,David Lean,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
453,Laura,1944,Passed,88 min,8.0,,Otto Preminger,"4,360,000",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
454,The Best Years of Our Lives,1946,Approved,170 min,8.0,93.0,William Wyler,"23,650,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
455,Arsenic and Old Lace,1942,,118 min,8.0,,Frank Capra,,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
456,The Maltese Falcon,1941,,100 min,8.0,96.0,John Huston,"2,108,060",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
457,The Grapes of Wrath,1940,Passed,129 min,8.0,96.0,John Ford,"55,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
458,The Wizard of Oz,1939,U,102 min,8.0,92.0,Victor Fleming,"2,076,020",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
459,La règle du jeu,1939,,110 min,8.0,,Jean Renoir,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,The Thin Man,1934,TV-PG,91 min,8.0,86.0,W.S. Van Dyke,,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
461,All Quiet on the Western Front,1930,U,152 min,8.0,91.0,Lewis Milestone,"3,270,000",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,Bronenosets Potemkin,1925,,75 min,8.0,97.0,Sergei M. Eisenstein,"50,970",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
463,Knives Out,2019,UA,130 min,7.9,82.0,Rian Johnson,"165,359,751",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,Dil Bechara,2020,UA,101 min,7.9,,Mukesh Chhabra,,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,Manbiki kazoku,2018,A,121 min,7.9,93.0,Hirokazu Koreeda,"3,313,513",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,Marriage Story,2019,U,137 min,7.9,94.0,Noah Baumbach,"2,000,000",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
467,Call Me by Your Name,2017,UA,132 min,7.9,93.0,Luca Guadagnino,"18,095,701",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
468,"I, Daniel Blake",2016,UA,100 min,7.9,78.0,Ken Loach,"258,168",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,Isle of Dogs,2018,U,101 min,7.9,82.0,Wes Anderson,"32,015,231",0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
470,Hunt for the Wilderpeople,2016,UA,101 min,7.9,81.0,Taika Waititi,"5,202,582",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,Captain Fantastic,2016,R,118 min,7.9,72.0,Matt Ross,"5,875,006",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,Sing Street,2016,PG-13,106 min,7.9,79.0,John Carney,"3,237,118",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
473,Thor: Ragnarok,2017,UA,130 min,7.9,74.0,Taika Waititi,"315,058,289",0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,Nightcrawler,2014,A,117 min,7.9,76.0,Dan Gilroy,"32,381,218",1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
475,Jojo Rabbit,2019,UA,108 min,7.9,58.0,Taika Waititi,"349,555",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
476,Arrival,2016,UA,116 min,7.9,81.0,Denis Villeneuve,"100,546,139",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
477,Star Wars: Episode VII - The Force Awakens,2015,U,138 min,7.9,80.0,J.J. Abrams,"936,662,225",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
478,Before Midnight,2013,R,109 min,7.9,94.0,Richard Linklater,"8,114,627",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
479,X-Men: Days of Future Past,2014,UA,132 min,7.9,75.0,Bryan Singer,"233,921,534",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
480,Bir Zamanlar Anadolu'da,2011,,157 min,7.9,82.0,Nuri Bilge Ceylan,"138,730",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481,The Artist,2011,U,100 min,7.9,89.0,Michel Hazanavicius,"44,671,682",1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
482,Edge of Tomorrow,2014,UA,113 min,7.9,71.0,Doug Liman,"100,206,256",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
